"We read previous reviews . . which were poor . However , we ' ve travelled extensively around the world , mostly in Asia where we ' ve lived for over 10 yrs & sampled 0 to 5 star plus . For what you pay for this place there ' s nothing we could find to whinge ( complain ) about ! We paid Idr312k / £ 17 / nt incl breakfast . Breakfast was substantial . . . all the local fayre ( nasi goreng , fried veg with chicken sausage , mushrooms , pancakes ) fruit ( papaya / banana ) , tea / coffee , toast AND you can order your eggs in any style in addition to this . Damn fine ! The room was large , clean & has good aircon . A kettle , tv & daily 2x bottled water . The bathroom was huge . . maybe the only issue was waiting 3 / 4 minutes to run the water for a very hot shower . The balcony was big , bright & airy and had 2 chairs , a",886175366
"Stayed here for 1 night when we were unable to board our flight this week since it ’ s right by the airport . The rooms are disappointing , outdated and don ’ t seem very clean . No amenities aside from hand soap and bath towels . The ac kept our room cold but dripped all night , we had to stick a trash can underneath it and listen to it drip while we tried to sleep . We asked for a nonsmoking room but there was an ash tray in it ( didn ’ t smell though ) . The staff that brought us to the room was not friendly and didn ’ t help us with our bags up many flights of stairs , he just walked far ahead and let us deal with them . Breakfast was minimal and not very good . Only plus side is location and the pool . We paid hardly any more for a much nicer resort the night before , wish we had just gone back",751602005
"Was a bit hesitant to stay based on other reviews . Stayed in room 306 for $ 35 aus per night . Room was clean and well maintained , also room was cleaned daily . Great air con that chilled the room quickly . Staff were amazing also smiling and quick to joke with us . Very honest and highly recommend money change with great rates directly opposite the hotel . See Bec in the shop next door for SIM card for your phone . Close to lippo mall for the supermarket they are a bit pricey so only went there when I could not access the things I needed in Circle K . Great restaurants near by , if you turn left out of the hotel into the lane way , there is a fantastic cafe just down the lane way on the right hand side . The best pork ribs ever . Breakfast is included in the price but is basic . If looking",736659114
"We stayed here in Feb 2005 because it was one of the "" package deal "" hotels listed on our booking . We didnt expect much as it was a lead in hotel but were very happy with the location . It had a clean pool by the meals pavilion . Mostly the guests seemed to be more the retiring type so it was very quiet day and night . It is located down a lane away from the main road which also helped keep it quiet . It was serviced by a strip of shops covering all the basics from internet access to t - shirts and art etc . on the way to the main road . It was also walking distance to the beach . Only a 10 minute walk to the centre of Kuta and in the other direction a fabulous and modern bakery and supermarket owned the Chinese Emporium . Surprisingly this shop presented as ultra western with",4393020
"I loved Bakungs Beach Cottages . A good budget hotel , which helped for me as I come from U . S . and flight is very long - - so I want to stay in Bali at least three weeks . The staff were all friendly and helpful . I felt right at home there and enjoyed the other guests as well . Pool was great after a day at the beach . I encountered NO rudeness from any of the staff , and that is unheard of in this day and age . Everyone was eager to help , assist and just have a normal conversation . I travel alone for the most part and the hotel is safe and quiet . There are shops along the road and when you want something different than what is on the menu at Bakung ' s , there was a great warung just down the road to the left of Bakung ' s Beach Cottages . Staff was friendly there also . Right across",5438719
"We booked in to Bakung ' s Beach Cottages based only on price and the fact that we could get adjoining rooms as we wanted to have a two week holiday on a budget . Then we read the reviews here and were a little worried about what to expect ! It was great ! The rooms were basic and old , but they were clean , and cleaned every day ; roomy with a TV and small fridge , and the breakfast which was included in the price was good . The kids enjoyed the pool and we enjoyed the loungers beside it . The air cons were great and there were no bugs , insects or vermin ! The hotel is located about 5 mins walk from the beach one way or 2 mins from the main street and 10 mins walk to Waterbom Park and Discovery Plaza . We walked up and down the lane at all times of the night with three young kids and never",105053946
"The hotel room itself should be 4 stars ! : ) it ' s great value for money ! Unfortunately the restaurant in the hotel is shocking ! It deserves 1 star ! The double room was great - it ' s spacious with a big bathroom , flat screen TV ( with cable - good choice of channels ) , big balcony , fridge , wardrobe and free bottles of water every day . The rooms were cleaned very well every day even if you asked them to come back at a later time . We arrived at 3am but checked in fine ! The location is good and quiet down a side road . It ' s right next to the Lippo Mall ( 2 mins ) which has a supermarket , cinema and restaurants . It ' s a short walk to the beach - however this is down a shady alleyway where you wouldn ' t like to walk at night but it ' s fine in the day . With our room price we had free",340119793
"I stayed here for the 1st time late 2011 into 2012 and overall this place is pretty good . iI am not one of these people who spend alot of time in my room , but when you are in there the bed is clean , sheets change each day and the room is cool from the A / C . Now we go to the pool area which is great , the water in the pool is clean and around there during the day is quite social with the other guest staying there . The pool bar does not open but the restuarant is right there if you want a drink or food . The gardens around the hotel are amazing . So guys this Hotel is very safe nothing was ever touched in my room , and everyone is pretty friendly . NOW its not the Ritz Hotel , But for the budget travel person its really good . . . Just saying ! Jiffy",124637732
I have stayed at Bakung Beach Cottages several times over the past 3 years . It is an adequate stay for the Traveller on a budget or someone just looking for a nice cool room to rest between sessions at the many of the islands clubs . To all out there who label it the worst place or horrible I suggest stop being a cheapskate and fork out the extra $ 250 for something 5 star .,121724578
Best budget hotel in Bali fantastic staff from management to cleaners couldnt do enough for us . Hotel needs an upgrade but for the price you pay well worth it . We wouldnt hesitate to stay at this hotel again speciial thanks to manager Nyoman a truly special man .,117884167
