comment_id,target,opinion,sentiment,confidence
886175366,Breakfast,substantial,POS,1.0
886175366,room,large,POS,1.0
886175366,room,clean,POS,1.0
886175366,aircon,good,POS,1.0
886175366,bathroom,huge,POS,1.0
886175366,balcony,big,POS,1.0
886175366,balcony,bright,POS,1.0
886175366,balcony,airy,POS,1.0
751602005,rooms,outdated,NEG,1.0
751602005,rooms,don ’ t seem very clean,NEG,0.9735
751602005,amenities,No,NEG,1.0
751602005,staff,not friendly,NEG,1.0
751602005,Breakfast,minimal,NEG,0.9994
751602005,Breakfast,not very good,NEG,1.0
736659114,stay,hesitant,POS,0.9998
736659114,Room,clean,POS,1.0
736659114,Room,well maintained,POS,1.0
736659114,room,well maintained,POS,0.994
736659114,room,cleaned,POS,1.0
736659114,air con,Great,POS,1.0
736659114,Staff,amazing,POS,1.0
736659114,Staff,smiling,POS,1.0
736659114,rates,great,POS,1.0
736659114,lippo mall,Close,POS,1.0
736659114,supermarket,pricey,NEG,0.9985
736659114,restaurants,Great,POS,0.9758
736659114,cafe,fantastic,POS,1.0
736659114,pork ribs,best,POS,1.0
736659114,Breakfast,basic,NEU,1.0
4393020,location,happy,POS,1.0
4393020,pool,clean,POS,1.0
4393020,beach,walking distance,POS,1.0
4393020,bakery,fabulous,POS,1.0
4393020,bakery,modern,POS,1.0
5438719,budget hotel,good,POS,1.0
5438719,staff,friendly,POS,1.0
5438719,staff,helpful,POS,1.0
5438719,Pool,great,POS,1.0
5438719,staff,rudeness,NEG,0.9778
5438719,hotel,safe,POS,1.0
5438719,hotel,quiet,POS,1.0
5438719,Staff,friendly,POS,1.0
105053946,rooms,basic,NEU,1.0
105053946,rooms,old,NEG,0.8517
105053946,breakfast,good,POS,1.0
105053946,pool,enjoyed,POS,1.0
105053946,air cons,great,POS,1.0
340119793,hotel room,should be 4 stars,POS,0.9959
340119793,room,great,POS,1.0
340119793,room,spacious,POS,1.0
340119793,bathroom,big,POS,1.0
340119793,rooms,cleaned very well,POS,0.9992
340119793,location,good,POS,1.0
124637732,bed,clean,POS,1.0
124637732,sheets,change,POS,0.9993
124637732,room,cool,POS,1.0
124637732,A / C,cool,POS,0.9999
124637732,pool area,great,POS,1.0
124637732,water,clean,POS,1.0
124637732,restuarant,right there,POS,0.9997
124637732,gardens,amazing,POS,1.0
124637732,Hotel,safe,POS,1.0
124637732,everyone,friendly,POS,1.0
124637732,budget travel person,good,POS,0.9999
121724578,room,cool,POS,1.0
121724578,place,worst,NEG,1.0
121724578,place,horrible,NEG,0.9999
117884167,staff,fantastic,POS,1.0
685101496,view,great,POS,1.0
685101496,rim pool,great,POS,1.0
685101496,gym,great,POS,1.0
685101496,rooms,comfy,POS,1.0
295558103,hotel,worst,NEG,1.0
295558103,rooms,dirty,NEG,1.0
295558103,fridge,mould,NEG,0.9929
295558103,fridge,other substances,NEG,0.9993
295558103,Staff,not rude,NEU,1.0
295558103,rooms,old,NEG,1.0
295558103,rooms,depressing,NEG,1.0
295558103,Breakfast,passable,POS,1.0
227816563,pool,Nice,POS,1.0
227816563,rooms,clean,POS,1.0
227816563,gardens,lovely,POS,1.0
227816563,Water pressure,little light,NEG,0.994
227816563,tiles,broken,NEG,1.0
227816563,Breakfast,choices maybe a bit lean,NEG,0.6043
209982822,access,possible,POS,0.9636
209982822,waterfront,possible,POS,0.9911
209982822,bedside lighting,good,POS,1.0
107068313,room,filthy,NEG,1.0
107068313,place,okay,POS,0.9904
467159630,drink,very cold,POS,0.9978
467159630,rooms,neat,POS,1.0
467159630,rooms,clean,POS,1.0
467159630,bathrooms,big,POS,1.0
467159630,bathrooms,clean,POS,1.0
467159630,restaurant,basic,NEU,1.0
467159630,food,amazing,POS,1.0
467159630,pool,large,POS,1.0
467159630,beach,5 minute walk,POS,0.979
467159630,main street,5 minute walk,POS,0.9987
467159630,stall sellers,lovely,POS,1.0
467159630,feeling,relaxing,POS,1.0
304503322,location,Excellent,POS,1.0
304503322,Room,not cleaned,NEG,1.0
304503322,Breakfast,poor,NEG,1.0
304503322,pool bar,not open,NEG,1.0
304503322,staff,issues,NEG,1.0
217696913,Airport,close,POS,1.0
217696913,Kuta attractions,close,POS,0.8177
217696913,life,easy,POS,1.0
217696913,People,bad comments,NEG,1.0
217696913,Lippo mall,New,POS,0.9757
217696913,Lippo mall,next door,POS,1.0
207804376,location,great,POS,1.0
207804376,staff,not changed,POS,0.9899
207804376,staff,friendly,POS,0.9999
207804376,bathrooms,updated,POS,1.0
207070237,experience,great,POS,1.0
207070237,hotel,reaching for the stars,POS,0.9986
207070237,rooms,dingy,NEG,1.0
207070237,breakfast menu,laughable,POS,0.9975
207070237,breakfast menu,overhaul,POS,0.9641
142685672,upgrade,need,NEG,0.983
142685672,floor tiles,lovely,POS,1.0
142685672,finished product,lovely,POS,0.9939
142685672,hotel,would recommend,POS,0.9999
142685672,Pool,lovely,POS,1.0
142685672,gardens,pretty,POS,1.0
130559223,air con,worked well,POS,0.7525
130559223,sheets,clean,POS,1.0
130559223,staff,friendly,POS,1.0
130559223,money,save,POS,0.9998
116001939,hotel,beautiful,POS,1.0
116001939,gardens,amazing,POS,1.0
116001939,pool,great,POS,1.0
116001939,rooms,basic,NEU,1.0
116001939,rooms,fine,NEU,1.0
116001939,beds,fine,NEU,0.9936
116001939,beds,Comfy,POS,1.0
116001939,air con,good,POS,1.0
116001939,shower,good,POS,1.0
116001939,bathroom,small,NEG,1.0
116001939,walls,thin,NEG,0.9997
116001939,Staff,friendly,POS,1.0
116001939,Staff,helpful,POS,1.0
92852386,stay,enjoyed,POS,0.7091
92852386,staff,fantastic,POS,1.0
92852386,staff,friendly,POS,1.0
92852386,staff,helpful,POS,1.0
92852386,rooms,cleaned everyday,POS,1.0
92852386,room,basic,NEU,1.0
92852386,bathroom,nice,POS,0.9997
92852386,balcony,nice,POS,0.9995
92852386,garden,beautiful,POS,1.0
92852386,pool,nice,POS,0.9996
92852386,pool,decent size,POS,0.8938
92852386,breakfast,pritty basic,NEU,0.9959
92852386,breakfast,decent,POS,0.9965
74857121,hotel,run down,NEG,0.9903
74857121,hotel,cheap,POS,1.0
