comment_id,target,opinion,sentiment,confidence
886175366,Breakfast,substantial,POS,1.0
886175366,room,large,POS,1.0
886175366,room,clean,POS,1.0
886175366,aircon,good,POS,1.0
886175366,bathroom,huge,POS,1.0
886175366,balcony,big,POS,1.0
886175366,balcony,bright,POS,0.9997
886175366,balcony,airy,POS,0.9987
751602005,rooms,disappointing,NEG,1.0
751602005,rooms,outdated,NEG,1.0
751602005,rooms,clean,POS,0.9812
751602005,amenities,No,NEG,1.0
751602005,ac,cold,NEG,0.9772
751602005,staff,not friendly,NEG,0.9954
751602005,Breakfast,minimal,NEG,1.0
751602005,Breakfast,not very good,NEG,1.0
751602005,location,plus,POS,0.9972
751602005,pool,plus,POS,0.9948
736659114,Room,clean,POS,1.0
736659114,Room,well maintained,POS,1.0
736659114,room,cleaned,POS,1.0
736659114,air con,Great,POS,1.0
736659114,Staff,amazing,POS,1.0
736659114,Staff,smiling,POS,1.0
736659114,Staff,quick,POS,0.9808
736659114,money change,highly recommend,POS,0.9046
736659114,rates,great,POS,1.0
736659114,lippo mall,Close,POS,0.9931
736659114,supermarket,Close,POS,0.9677
736659114,supermarket,pricey,NEG,0.9964
736659114,restaurants,Great,POS,1.0
736659114,cafe,fantastic,POS,1.0
736659114,pork ribs,best,POS,1.0
736659114,Breakfast,included,POS,0.8565
736659114,price,included,POS,0.4927
736659114,Breakfast,basic,NEU,0.5207
736659114,price,basic,NEU,0.8765
4393020,location,happy,POS,1.0
4393020,pool,clean,POS,1.0
4393020,beach,walking distance,POS,0.9999
4393020,bakery,fabulous,POS,1.0
4393020,supermarket,fabulous,POS,0.9976
4393020,bakery,modern,POS,1.0
4393020,supermarket,modern,POS,0.9997
5438719,budget,good,POS,1.0
5438719,staff,friendly,POS,1.0
5438719,staff,helpful,POS,1.0
5438719,Pool,great,POS,1.0
5438719,staff,NO rudeness,POS,0.4505
5438719,hotel,safe and quiet,POS,0.995
5438719,Staff,friendly,POS,1.0
105053946,rooms,basic,NEU,0.9997
105053946,rooms,old,NEG,0.9918
105053946,rooms,clean,POS,0.9975
105053946,breakfast,included,POS,0.9921
105053946,pool,enjoyed,POS,0.9999
105053946,air cons,great,POS,1.0
105053946,bugs,no,NEG,0.6738
340119793,bathroom,big,POS,1.0
340119793,rooms,cleaned,POS,1.0
340119793,location,good,POS,1.0
340119793,room price,free,POS,0.9311
124637732,place,good,POS,1.0
124637732,bed,clean,POS,1.0
124637732,sheets,change,POS,0.9893
124637732,room,cool,POS,1.0
124637732,pool area,great,POS,0.9975
124637732,water in the pool,clean,POS,0.9944
124637732,gardens,amazing,POS,1.0
124637732,Hotel,safe,POS,0.9611
124637732,everyone,friendly,POS,1.0
124637732,budget travel,good,POS,0.9999
124637732,budget travel person,good,POS,1.0
121724578,place,worst,NEG,1.0
117884167,hotel,Best,POS,0.8256
117884167,staff,fantastic,POS,1.0
685101496,rooms,comfy,POS,1.0
295558103,hotel,worst,NEG,1.0
295558103,rooms,dirty,NEG,1.0
295558103,fridge,filthy,NEG,0.9988
295558103,sheets,threadbare,NEG,0.7514
295558103,towels,threadbare,NEG,0.9003
295558103,Staff,not rude,NEG,0.9062
295558103,Staff,no help,NEG,0.9823
295558103,rooms,old,NEG,1.0
295558103,rooms,depressing,NEG,1.0
227816563,pool,Nice,POS,1.0
227816563,gardens,lovely,POS,1.0
227816563,place,perfect,POS,1.0
227816563,Water pressure,light,NEG,0.983
227816563,tiles,broken,NEG,0.9998
227816563,pool,broken tiles,NEG,0.963
227816563,pool,not really dangerous,POS,0.3791
209982822,accommodation,affordable,POS,0.96
209982822,airport,close,POS,0.7562
209982822,This,convenient,POS,0.7554
209982822,waterfront,access,POS,0.97
209982822,bedside lighting,good,POS,0.9993
209982822,cupboard space,varied,POS,0.9953
107068313,room,filthy,NEG,1.0
107068313,room,smelt of moth balls,NEG,0.5153
107068313,place,okay,NEG,0.7658
107068313,place,needs to lift its game,NEG,1.0
467159630,reception,decent,POS,0.8246
467159630,rooms,neat,POS,1.0
467159630,rooms,clean,POS,1.0
467159630,bathrooms,big,POS,1.0
467159630,bathrooms,clean,POS,0.9457
467159630,restaurant,basic,NEU,0.9949
467159630,food,basic,NEU,0.5998
467159630,food,amazing,POS,1.0
467159630,pool,large,POS,0.995
467159630,beach,5 minute walk,POS,0.8894
467159630,stall sellers,lovely,POS,0.9998
304503322,talking,painful,NEG,1.0
304503322,Room,painful,NEG,0.9999
304503322,Room,not cleaned,NEG,1.0
304503322,Breakfast,poor,NEG,1.0
304503322,pool bar,not open,NEG,1.0
304503322,restaurant,would not even walk,NEG,0.9422
207804376,location,great,POS,1.0
207804376,staff,friendly,POS,1.0
207804376,bathrooms,updated,POS,1.0
207804376,shopping,clean,POS,0.99
207070237,coffee corner,introduction,POS,0.6358
207070237,breakfast menu,overhaul,POS,0.5073
207070237,airport,Close,POS,0.9096
142685672,floor tiles,lovely,POS,0.9998
142685672,hotel,recommend,POS,0.6003
142685672,Pool,lovely,POS,1.0
142685672,gardens,pretty,POS,1.0
130559223,air con,worked well,POS,0.9722
130559223,sheets,clean,POS,1.0
130559223,staff,friendly,POS,1.0
116001939,hotel,beautiful,POS,1.0
116001939,gardens,amazing,POS,1.0
116001939,architecture,beautiful,POS,0.7312
116001939,pool,great,POS,1.0
116001939,rooms,very basic,NEU,0.5902
116001939,rooms,basic,NEU,0.9998
116001939,beds,Comfy,POS,0.9999
116001939,air con,good,POS,1.0
116001939,shower,good,POS,0.9998
116001939,Staff,friendly,POS,1.0
116001939,Staff,helpful,POS,1.0
92852386,stay,enjoyed,POS,1.0
92852386,staff,fantastic,POS,1.0
92852386,staff,friendly,POS,1.0
92852386,staff,helpful,POS,0.9981
92852386,rooms,cleaned,POS,0.9992
92852386,rooms,cleaned everyday,POS,0.8056
92852386,room,basic,NEU,0.9939
92852386,bed,basic,NEU,0.6883
92852386,bed,small,NEU,0.522
92852386,bed,small tv,NEU,0.4085
92852386,balcony,nice,POS,0.9513
92852386,pool,nice,POS,0.999
92852386,tiles,abit slippery,NEG,0.9188
92852386,breakfast,pritty,POS,0.5583
74857121,hotel,run down,NEG,0.9997
