comment_id,target,opinion,sentiment,confidence
886175366,Breakfast,substantial,POS,0.9951
886175366,room,large,POS,0.9998
886175366,room,clean,POS,0.9998
886175366,aircon,good,POS,1.0
886175366,bathroom,huge,POS,1.0
886175366,balcony,big,POS,0.9954
886175366,balcony,bright,POS,0.5605
751602005,rooms,disappointing,NEG,1.0
751602005,rooms,outdated,NEG,1.0
751602005,amenities,No,NEG,1.0
751602005,ac,cold,NEG,0.9989
751602005,room,cold,NEG,1.0
751602005,Breakfast,minimal,NEG,1.0
736659114,Room,clean,POS,1.0
736659114,room,cleaned,POS,0.9913
736659114,Staff,amazing,POS,1.0
736659114,Staff,smiling,POS,1.0
736659114,restaurants,Great,POS,1.0
736659114,cafe,fantastic,POS,1.0
736659114,price,basic,NEU,1.0
4393020,location,happy,POS,1.0
4393020,pool,clean,POS,1.0
4393020,bakery,fabulous,POS,1.0
4393020,bakery,modern,POS,1.0
5438719,budget,good,POS,0.993
5438719,staff,friendly,POS,1.0
5438719,staff,helpful,POS,1.0
5438719,Pool,great,POS,1.0
5438719,hotel,safe,POS,1.0
5438719,hotel,quiet,POS,1.0
5438719,Staff,friendly,POS,1.0
105053946,rooms,basic,NEU,1.0
105053946,rooms,old,NEG,1.0
105053946,rooms,clean,POS,1.0
105053946,rooms,cleaned,POS,1.0
105053946,TV,roomy,POS,0.4838
105053946,price,good,POS,0.9982
105053946,pool,enjoyed,POS,1.0
105053946,loungers,enjoyed,POS,0.9755
340119793,restaurant,shocking,NEG,0.7502
340119793,restaurants,shocking,NEG,0.5903
340119793,room,great,POS,0.9997
340119793,room,spacious,POS,1.0
340119793,bathroom,big,POS,1.0
340119793,balcony,big,POS,0.7489
340119793,rooms,cleaned,POS,1.0
340119793,location,good,POS,1.0
340119793,location,quiet,POS,0.9744
340119793,restaurants,has,NEU,0.6761
124637732,bed,clean,POS,1.0
124637732,room,cool,POS,1.0
124637732,water,clean,POS,0.9996
124637732,gardens,amazing,POS,1.0
124637732,Hotel,safe,POS,1.0
121724578,place,worst,NEG,1.0
121724578,place,horrible,NEG,0.9986
117884167,staff,fantastic,POS,0.9997
685101496,view,great,POS,1.0
685101496,rooms,quiet,POS,1.0
685101496,rooms,comfy,POS,1.0
295558103,hotel,worst,NEG,1.0
295558103,rooms,dirty,NEG,1.0
295558103,fridge,filthy,NEG,0.9999
295558103,sheets,filthy,NEG,0.5724
295558103,fridge,mould,NEG,1.0
295558103,sheets,mould,NEG,0.9989
295558103,towels,mould,NEG,0.9902
295558103,rooms,old,NEG,1.0
295558103,rooms,depressing,NEG,1.0
295558103,Breakfast,passable,POS,0.9923
227816563,pool,Nice,POS,1.0
227816563,rooms,clean,POS,1.0
227816563,gardens,lovely,POS,1.0
227816563,place,perfect,POS,1.0
227816563,tiles,broken,NEG,1.0
209982822,accommodation,affordable,POS,1.0
107068313,room,filthy,NEG,1.0
107068313,place,okay,NEU,1.0
467159630,smile,refreshing,POS,0.999
467159630,drink,cold,NEU,0.9446
467159630,rooms,neat,POS,1.0
467159630,rooms,clean,POS,1.0
467159630,bathrooms,clean,POS,0.9997
467159630,bathrooms,big,POS,1.0
467159630,bathrooms,clean,POS,1.0
467159630,restaurant,basic,NEU,1.0
467159630,food,amazing,POS,1.0
467159630,feeling,relaxing,POS,1.0
304503322,location,Excellent,POS,1.0
304503322,Breakfast,poor,NEG,1.0
217696913,Airport,close,POS,1.0
217696913,life,easy,POS,1.0
207804376,location,great,POS,0.9999
207804376,rooms,painted,NEG,0.8395
207804376,bathrooms,painted,NEG,0.9022
207804376,bathrooms,updated,POS,1.0
207804376,shopping,clean,POS,1.0
142685672,Pool,lovely,POS,1.0
130559223,sheets,clean,POS,1.0
130559223,staff,friendly,POS,1.0
130559223,Beach,recommend,POS,0.6812
116001939,hotel,beautiful,POS,1.0
116001939,gardens,amazing,POS,1.0
116001939,architecture,beautiful,POS,1.0
116001939,pool,great,POS,1.0
116001939,rooms,basic,NEU,1.0
116001939,rooms,fine,NEU,0.9998
116001939,beds,Comfy,POS,1.0
116001939,shower,good,POS,1.0
116001939,bathroom,small,NEG,1.0
116001939,walls,thin,NEG,1.0
116001939,Staff,friendly,POS,1.0
116001939,Staff,helpful,POS,1.0
92852386,stay,enjoyed,POS,0.9761
92852386,staff,fantastic,POS,1.0
92852386,staff,helpful,POS,1.0
92852386,room,cleaned,POS,0.9725
92852386,room,basic,NEU,0.9995
92852386,bathroom,nice,POS,0.9834
92852386,balcony,nice,POS,1.0
92852386,garden,beautiful,POS,1.0
92852386,pool,nice,POS,0.9905
92852386,tiles,slippery,NEG,0.9996
92852386,breakfast,pritty,NEU,0.9995
92852386,breakfast,basic,NEU,1.0
92852386,breakfast,decent,NEU,0.8143
74857121,hotel,cheap,POS,1.0
29162261,pool,lovely,POS,0.989
29162261,breakfast,basic,NEU,1.0
29162261,food,good,POS,1.0
493882930,place,horrible,NEG,1.0
493882930,bathroom,Dirty,NEG,1.0
493882930,breakfast,rubbish,NEG,1.0
493882930,Pool,chlorinated,NEG,1.0
492638943,place,pleased,POS,1.0
492638943,bathroom,clogged,NEG,1.0
492638943,staff,friendly,POS,0.9987
492638943,Breakfast,decent,NEU,1.0
492638943,place,decent,NEU,1.0
457745719,hotel,love,POS,1.0
457745719,airport,Near,POS,1.0
457745719,room,big,POS,0.9999
324315173,room,clean,POS,1.0
324315173,room,comfortable,POS,1.0
324315173,room,tidy,POS,1.0
324315173,staff,lovely,POS,0.9999
324315173,staff,happy,POS,0.9993
324315173,staff,welcoming,POS,0.9486
324315173,breakfasts,enjoyed,POS,1.0
324315173,pool,enjoyed,POS,1.0
324315173,location,excellent,POS,1.0
323343135,hotel,fine,POS,1.0
323343135,hotel,good,POS,0.9999
323343135,staff,great,POS,1.0
323343135,staff,pleasant,POS,0.9324
323343135,people,pleasant,POS,0.9831
323343135,food,good,POS,1.0
323343135,rooms,maintained,POS,0.8478
298999201,Rooms,clean,POS,1.0
298999201,grounds,neat,POS,1.0
298999201,grounds,tidy,POS,1.0
298999201,staff,friendly,POS,1.0
298999201,food,good,POS,1.0
298999201,price,good,POS,1.0
298999201,location,good,POS,1.0
250458639,location,great,POS,1.0
250458639,Rooms,spacious,POS,1.0
250458639,Bed,spacious,POS,0.9233
250458639,furniture,old,NEG,1.0
250458639,furniture,hard,NEG,0.8881
250458639,Bed,hard,NEG,1.0
250458639,Bed,comfy,POS,1.0
250458639,pillows,extra,NEG,0.9999
250458639,Bathroom,–,NEG,0.998
250458639,Towels,old,NEG,1.0
250458639,Towels,clean,POS,0.795
250458639,Staff,fantastic,POS,1.0
247485586,aircon,comfortable,POS,1.0
247485586,pool,Excellent,POS,1.0
247485586,staff,friendly,POS,1.0
237192799,floor,filthy,NEG,0.9863
237192799,grouting,gross,NEG,0.9681
237192799,wardrobes,gross,NEG,0.9362
237192799,smell,terrible,NEG,1.0
237192799,lighting,appalling,NEG,1.0
214747320,hotel,cheap,NEG,0.5994
214747320,location,good,POS,1.0
214747320,rooms,reasonable,POS,0.9299
214747320,rooms,clean,POS,1.0
214747320,pool,small,NEG,1.0
214747320,breakfast,limited,NEG,0.7219
214747320,staff,great,POS,1.0
214747320,staff,helpfull,POS,1.0
207448181,hotel,amazing,POS,1.0
207448181,Location,great,POS,1.0
207448181,shops,great,POS,1.0
207448181,Pool,fantastic,POS,1.0
207448181,Rooms,clean,POS,1.0
207448181,Rooms,modern,POS,1.0
207448181,wifi,Free,POS,1.0
207448181,tv,Sattelite,POS,0.9967
207448181,Breakfast,ok,NEU,1.0
201968109,hotel,Nice,POS,1.0
201968109,hotel,clean,POS,1.0
201968109,hotel,cheap,NEU,0.9695
201968109,showers,Comfortable,POS,1.0
201968109,showers,hot,NEU,0.9798
186211023,staff,smiling,POS,1.0
186211023,staff,friendly,POS,1.0
184207132,rooms,large,POS,1.0
184207132,rooms,clean,POS,1.0
184207132,rooms,spacious,POS,1.0
184207132,beds,comfy,POS,1.0
184207132,Hotel,central,POS,0.9915
184207132,Hotel,close,POS,0.8814
184207132,airport,close,POS,0.9067
184207132,service,fantastic,POS,1.0
184207132,staff,warm,POS,1.0
184207132,staff,welcoming,POS,1.0
184207132,staff,helpful,POS,1.0
176944786,wardrobe,OK,NEU,0.687
176944786,wardrobe,clean,POS,0.9883
176944786,room,cleaned,POS,1.0
176944786,wifi,free,POS,1.0
176944786,wifi,good,POS,0.9999
171419976,Staff,friendly,POS,1.0
171419976,rooms,basic,NEU,1.0
171419976,bed,comfortable,POS,1.0
171419976,wifi,great,POS,0.9919
171419976,budget,great,POS,1.0
150752275,PRICE,REASONABLE,POS,1.0
150752275,staff,attentive,POS,1.0
150752275,staff,kind,POS,1.0
150752275,rooms,comfortable,POS,1.0
150752275,rooms,dated,NEG,0.9978
150752275,gardens,liked,POS,1.0
150752275,gardens,overlooking,POS,1.0
150752275,atmosphere,pretentious,NEG,1.0
150752275,atmosphere,enjoying,POS,1.0
150752275,location,enjoying,POS,1.0
148688286,lady,unfriendly,NEG,1.0
130403625,place,old,NEG,1.0
130403625,place,cheap,NEG,0.9988
130403625,rooms,clean,POS,1.0
130403625,bathroom,clean,POS,1.0
130403625,towels,clean,POS,1.0
130403625,towels,grey,NEG,1.0
130403625,pool,lovely,POS,0.9997
130403625,grounds,lovely,POS,1.0
130403625,staff,polite,POS,1.0
596478186,It,spacious,POS,0.8996
596478186,pool,big,POS,1.0
596478186,rooms,large,POS,1.0
596478186,everything,close,POS,1.0
596478186,markets,close,POS,1.0
596478186,beach,close,POS,1.0
596478186,stay,good,POS,1.0
581303283,AC,get,NEU,0.9984
581303283,rooms,clean,POS,1.0
581303283,rooms,simple,NEU,1.0
581303283,restaurants,close,POS,1.0
581303283,pool,nice,POS,1.0
549405211,hotel,bad,NEG,1.0
549405211,service,shocking,NEG,1.0
549405211,pathway,dangerous,NEG,1.0
549405211,pathway,slippery,NEG,0.9736
549405211,pathway,wet,NEG,0.9675
549405211,lifts,no,NEG,1.0
549405211,rooms,basic,NEU,1.0
549405211,bathroom,basic,NEU,1.0
549405211,bathroom,dirty,NEG,0.9943
549405211,kettle,No,NEG,0.9999
549405211,air,loud,NEG,1.0
549405211,breakfast,average,NEU,1.0
544278109,premises,bad,NEG,0.9999
544278109,Staffs,friendly,POS,1.0
544278109,Bedding,hard,NEG,0.9984
544278109,Towels,clean,POS,1.0
531121159,staff,unfriendly,NEG,1.0
531121159,rooms,dirty,NEG,1.0
531121159,bathroom,cockrouches,NEG,0.6335
531121159,shower,cold,NEG,0.997
530082607,pool,large,POS,0.8022
530082607,pool,broken,NEG,0.9996
530082607,tiles,sharp,NEG,1.0
530082607,rooms,spacious,POS,0.9068
530082607,bathrooms,poor,NEG,0.9999
530082607,room,infiltrated,NEG,0.5863
530082607,Breakfast,adequate,POS,1.0
530082607,holiday,spoilt,NEG,1.0
530082607,price,low,POS,0.9997
493740830,Breakfast,terrible,NEG,1.0
